rank_brand,brand,num_products_x,total_ratings,brand_weighted_score,simple_mean_product_rating,num_products_y,min_price,max_price,avg_price,std_price
1634,Amlion,2,1509.0,4.4911800879378045,4.2,2.0,13.99,34.99,22.990000000000002,11.224972160321824
1635,DII,2,1271.0,4.491118071733669,4.75,1.0,28.53,28.53,28.53,0.0
1636,Jewanfix,9,1482.0,4.491018449391699,4.433333333333334,5.0,8.99,12.99,10.49,1.5811388300841902
1637,SUMMER LOVE,39,5003.0,4.490933849484128,4.002564102564103,20.0,6.99,17.99,10.858852459016394,2.7657151566762708
1638,ILGANT,1,1142.0,4.49087041045954,4.5,1.0,11.99,11.99,11.99,0.0
1639,MallDou Jewelry,1,1141.0,4.490862614055151,4.5,1.0,9.99,9.99,9.99,0.0
1640,Cuoka,12,1383.0,4.490805805831738,4.575,9.0,21.99,51.99,27.04647058823529,6.74049046915029
1641,TOKSKS,17,5208.0,4.49079765842519,4.488235294117647,,,,,
1642,ZEFFFKA,1,1104.0,4.490564480651305,4.5,1.0,10.99,10.99,10.99,0.0
1643,Smileshe,16,8065.0,4.4903740302151895,4.3875,11.0,8.49,59.99,15.916829268292684,13.287005388541163
1644,SVIVAY,2,120.0,4.490371589029773,3.9,2.0,9.88,10.88,10.768888888888888,0.33333333333333326
1645,BeadChica,1,1034.0,4.489943722799418,4.5,,,,,
1646,Lincoln Shoe Polish,2,150.0,4.489896663010613,4.55,,,,,
1647,STARSWR,2,120.0,4.489757911231724,4.55,,,,,
1648,Ibiwe,4,194.0,4.489637783199276,4.625,,,,,
1649,Yabber,1,998.0,4.489591557449981,4.5,1.0,6.66,6.66,6.66,0.0
1650,WMAO,4,147.0,4.489428300381811,4.7,,,,,
1651,JUPELI,10,964.0,4.489418882240153,4.529999999999999,2.0,19.99,21.99,20.656666666666666,1.154700538379251
1652,LUCKYCOIN,3,155.0,4.489377682073168,4.666666666666667,1.0,22.99,22.99,22.99,0.0
1653,CELADON,2,64.0,4.489217944529515,4.85,,,,,
1654,TESLYAR,1,958.0,4.489170163014758,4.5,1.0,26.8,26.8,26.8,0.0
1655,Orti Jewelry,4,405.0,4.489096416989921,4.324999999999999,,,,,
1656,Caroeas,4,753.0,4.489007853986537,4.525,,,,,
1657,DOZZIOR,16,947.0,4.488939054644005,4.525,1.0,12.99,12.99,12.99,0.0
1658,Ausalivan,9,2175.0,4.488894552541551,4.533333333333333,7.0,9.99,19.59,14.766470588235293,3.339822115728003
1659,Billie Bijoux,14,15534.0,4.488778534798018,4.371428571428572,8.0,33.99,43.99,39.934444444444445,4.413902998768741
1660,YeeMan,1,93.0,4.488618870394968,4.6,1.0,8.99,8.99,8.99,0.0
1661,H:Connected valet trey,1,49.0,4.488609127323812,4.7,1.0,25.99,25.99,25.99,0.0
1662,BB Boot Bestie,1,49.0,4.488609127323812,4.7,,,,,
1663,Lifestyle Basics,1,49.0,4.488609127323812,4.7,1.0,9.99,9.99,9.99,0.0
1664,Blessed,1,49.0,4.488609127323812,4.7,,,,,
1665,ODOM,1,49.0,4.488609127323812,4.7,,,,,
1666,Capezio,2,98.0,4.488520678745324,4.3,,,,,
1667,LAOBOYS JEWELLERY,3,69.0,4.488518848073767,4.4,1.0,10.59,10.59,10.59,0.0
1668,Girly Girl Princess Ballerina Collection,5,615.0,4.48846317073738,4.5,,,,,
1669,Zen Monkey Studios,5,137.0,4.488320762750584,4.5600000000000005,1.0,9.99,9.99,9.99,0.0
1670,COOLMAN,12,5709.0,4.488210273736637,4.3,,,,,
1671,BenBoy,2,185.0,4.488164857815276,4.6,1.0,12.99,12.99,12.99,0.0
1672,Vonluxy,3,192.0,4.488028997513678,4.233333333333333,3.0,10.99,14.99,13.99,1.5491933384829668
1673,Bystar,1,861.0,4.487991157192572,4.5,1.0,11.99,11.99,11.99,0.0
1674,Sunix,14,1930.0,4.48795186202495,4.221428571428571,1.0,97.99,97.99,97.99,0.0
1675,chaninely,1,855.0,4.487909741309131,4.5,1.0,20.99,20.99,20.99,0.0
1676,Ebeau,1,855.0,4.487909741309131,4.5,,,,,
1677,UTIEHD,2,1684.0,4.487784711524455,4.5,2.0,9.99,9.99,9.99,0.0
1678,Turandoss,104,43428.0,4.487677550432022,4.418269230769231,19.0,10.99,25.99,15.881385767790261,3.409324998384389
1679,Topsome,1,820.0,4.487411907127743,4.5,,,,,
1680,SHZICMY,3,1702.0,4.487347189022311,4.266666666666667,3.0,45.0,79.99,64.49166666666666,17.11788587024305
1681,Ateusa,1,33.0,4.487303508866367,4.8,1.0,45.99,45.99,45.99,0.0
1682,Aujzoo,1,33.0,4.487303508866367,4.8,1.0,6.98,6.98,6.980000000000001,0.0
1683,Sinen,1,812.0,4.487292305295227,4.5,1.0,7.99,7.99,7.99,0.0
1684,DOLON,47,10951.0,4.487068539779724,4.165957446808511,20.0,5.4,13.99,11.237777777777778,2.577519851690494
1685,MODENGKONGJIAN,1,796.0,4.48704615140264,4.5,1.0,6.99,6.99,6.99,0.0
1686,S.Leaf,6,490.0,4.48688704321834,4.566666666666666,2.0,17.99,17.99,17.99,0.0
1687,Foraineam,11,4974.0,4.48685809051681,4.554545454545455,10.0,9.84,26.35,20.171,4.453519082952516
1688,VOMANA,2,143.0,4.4867989741980825,4.65,2.0,9.99,21.99,14.790000000000001,6.196773353931866
1689,Ntufrest,1,91.0,4.4867778599882735,4.6,1.0,99.99,99.99,99.99,0.0
1690,Yadowu,1,91.0,4.4867778599882735,4.6,,,,,
1691,GASVAHA,1,91.0,4.4867778599882735,4.6,1.0,13.99,13.99,13.99,0.0
1692,MY DREAM PLACE,1,779.0,4.486773944448184,4.5,1.0,8.99,8.99,8.99,0.0
1693,Genie Crafts,2,1468.0,4.486736787661065,4.5,2.0,12.99,15.5,14.245000000000001,1.7748380207782335
1694,UXCONGOID,2,130.0,4.486730129827869,4.45,,,,,
1695,UnionBasic,1,776.0,4.486724715953575,4.5,1.0,8.99,8.99,8.99,0.0
1696,LiveStrong Live Strong,1,768.0,4.486591630399224,4.5,1.0,6.97,6.97,6.97,0.0
1697,ENSIANTH,157,8142.0,4.48644732003918,4.556050955414013,108.0,6.39,18.89,12.83880239520958,2.1144317082064683
1698,Bore Baby,1,757.0,4.486404219896545,4.5,1.0,20.89,20.89,20.89,0.0
1699,Inspired Silver,41,11527.0,4.4863521175299,4.173170731707317,40.0,15.99,15.99,15.99,0.0
1700,NileCart,2,116.0,4.486185283678614,4.65,2.0,25.99,26.99,26.49,0.7071067811865476
1701,Bememo,6,2381.0,4.486063115635615,4.466666666666667,3.0,9.99,23.99,19.406666666666666,7.10222969683934
1702,01,3,225.0,4.486023092319904,4.066666666666666,3.0,18.9,49.99,28.755,14.691186700422355
1703,Tuffen,1,734.0,4.485994922851547,4.5,1.0,12.99,12.99,12.99,0.0
1704,JOYIN,1,730.0,4.485921211919186,4.5,,,,,
1705,Cedar Essence,1,48.0,4.485898987930528,4.7,1.0,35.0,35.0,35.0,0.0
1706,HOMEBEARJ,1,48.0,4.485898987930528,4.7,1.0,10.99,10.99,10.99,0.0
1707,Qerhod,1,48.0,4.485898987930528,4.7,1.0,19.99,19.99,19.99,0.0
1708,Cheersville,1,48.0,4.485898987930528,4.7,,,,,
1709,GRIDYTOP,1,48.0,4.485898987930528,4.7,1.0,25.98,25.98,25.98,0.0
1710,OYFNZI,1,48.0,4.485898987930528,4.7,,,,,
1711,Solocute,57,9623.0,4.485882183498514,4.252631578947368,,,,,
1712,MIGORA,2,1424.0,4.485579677976524,4.5,,,,,
1713,ZYLLGLOW,2,120.0,4.485509755843392,4.65,1.0,10.99,10.99,10.99,0.0
1714,ALEX AND ELSA,6,264.0,4.485468599388416,4.166666666666667,5.0,11.99,19.99,14.790000000000001,3.2710854467592245
1715,Flyvines,2,164.0,4.485416467650363,4.6,2.0,12.99,14.99,13.99,1.4142135623730951
1716,SICOHOME,4,1290.0,4.485355151203832,4.35,3.0,9.99,20.99,18.389999999999997,4.722287581247038
1717,Tasybox,16,8087.0,4.485321598370749,4.49375,1.0,14.99,14.99,14.99,0.0
1718,Decore Bay,2,137.0,4.48529932275015,4.25,1.0,135.0,135.0,135.0,0.0
1719,SRRB,1,695.0,4.485241546287698,4.5,1.0,29.99,29.99,29.99,0.0
1720,Volance,1,694.0,4.485221161683124,4.5,1.0,24.99,24.99,24.99,0.0
1721,Mpeyuiltic,3,228.0,4.485123814689633,4.633333333333333,1.0,15.99,15.99,15.99,0.0
1722,SLVIEKAE,4,630.0,4.48508873374925,4.55,,,,,
1723,Yooblue,12,2605.0,4.4849984050244736,4.4,3.0,13.99,14.99,14.266595744680851,0.4521507857175266
1724,AleapDoll,4,4504.0,4.484971113644267,4.525,2.0,12.99,16.99,14.989999999999998,2.8284271247461894
1725,JOYSIP,1,89.0,4.484874966878833,4.6,1.0,13.99,13.99,13.99,0.0
1726,SJUENSXH,1,89.0,4.484874966878833,4.6,1.0,19.99,19.99,19.99,0.0
1727,Solosoya,1,677.0,4.484865800648629,4.5,1.0,14.0,14.0,14.0,0.0
1728,Medieval Replicas,3,847.0,4.484830562823688,4.3,1.0,12.11,12.11,12.11,0.0
1729,Iconikal,2,317.0,4.484800975564095,4.6,1.0,6.97,6.97,6.97,0.0
1730,Mshion,1,667.0,4.484648667228954,4.5,1.0,10.99,10.99,10.99,0.0
1731,Paparazzi,1,663.0,4.484560059247592,4.5,1.0,11.99,11.99,11.99,0.0
1732,ELLIS JAMES DESIGNS,1,653.0,4.484333998621642,4.5,,,,,
1733,Karseer,27,4964.0,4.484253146712146,4.337037037037037,16.0,9.99,18.99,16.20875,1.89625054489966
1734,Intercession,2,54.0,4.484094267269975,4.6,1.0,8.99,8.99,8.99,0.0
1735,Friendly Marcy,1,641.0,4.484053831681939,4.5,,,,,
1736,TzrNhm Blossom,10,641.0,4.484015522919117,4.64,9.0,9.49,12.89,10.663333333333332,1.0109872591161764
1737,Keymall,1,88.0,4.483899331004924,4.6,1.0,22.99,22.99,22.99,0.0
1738,PEARL&CLUB,16,5231.0,4.483652147173456,4.35625,2.0,12.99,13.99,13.361428571428572,0.4902408943099117
1739,Mystic Jewels By Dalia,1,623.0,4.48361427420916,4.5,1.0,16.99,16.99,16.99,0.0
1740,Bjewego,3,87.0,4.483482698505242,4.866666666666667,1.0,22.99,22.99,22.99,0.0
1741,Glamorway,3,1896.0,4.483414005238912,4.033333333333333,1.0,9.99,9.99,9.99,0.0
1742,GWCASE,1,613.0,4.483359441770733,4.5,1.0,16.99,16.99,16.99,0.0
1743,Dokpav,1,47.0,4.483118455306249,4.7,,,,,
1744,DUDUCOFU,1,47.0,4.483118455306249,4.7,1.0,6.59,6.59,6.59,0.0
1745,AUBURY & CO,1,47.0,4.483118455306249,4.7,,,,,
1746,Wrist And Style,1,47.0,4.483118455306249,4.7,1.0,57.0,57.0,57.0,0.0
1747,Fyzpaea,1,47.0,4.483118455306249,4.7,1.0,11.99,11.99,11.99,0.0
1748,Jardme,11,5716.0,4.483029397885028,4.090909090909091,4.0,12.99,15.99,14.437368421052632,1.0318539709446273
1749,Irtree phuchema,1,599.0,4.482989063686138,4.5,1.0,23.99,23.99,23.99,0.0
1750,Lark and Harper,1,87.0,4.482907017594711,4.6,1.0,58.69,58.69,58.69,0.0
1751,Fahlo,2,660.0,4.482818853202223,2.75,1.0,19.99,19.99,19.99,0.0
1752,HAMIST,1,592.0,4.4827976222806765,4.5,,,,,
1753,feilaiger,2,413.0,4.482591539839656,4.55,,,,,
1754,jinzefa,1,581.0,4.4824879231728,4.5,1.0,7.99,7.99,7.99,0.0
1755,LAMOTI,2,114.0,4.482481610505482,4.45,,,,,
1756,LAIHO,8,3776.0,4.4824489556021625,4.4625,,,,,
1757,UGG,8,27660.0,4.482437148193973,4.3,2.0,14.99,34.95,28.296666666666667,11.523911373024932
1758,HOP Home of Paws,2,675.0,4.482434126780899,4.6,1.0,16.99,16.99,16.99,0.0
1759,TIMELYBUYS,36,2240.0,4.482400238061383,4.491666666666666,18.0,9.99,219.99,62.431176470588234,42.975109904469676
1760,Monrocco,4,436.0,4.482331028286797,3.6,,,,,
1761,Ukodnus,6,1057.0,4.482279222743219,4.583333333333333,6.0,10.99,15.99,12.040000000000001,1.8202082009311027
1762,Elkniwts,1,32.0,4.482260017073889,4.8,1.0,16.99,16.99,16.99,0.0
1763,LUNA MOTH,1,32.0,4.482260017073889,4.8,1.0,11.9,11.9,11.9,0.0
1764,BHEGVEN,1,32.0,4.482260017073889,4.8,1.0,5.9,5.9,5.900000000000001,0.0
1765,Coiris,9,818.0,4.482130303990698,4.344444444444445,8.0,8.39,14.99,11.806326530612244,1.6339301977613554
1766,Bestelly,1,567.0,4.482077254704492,4.5,1.0,15.99,15.99,15.99,0.0
1767,Hello Kitty,14,289.0,4.482053979390028,3.8285714285714287,2.0,25.0,59.99,42.495000000000005,24.741666273717296
1768,Ascona,3,233.0,4.482047333904597,4.333333333333333,1.0,12.99,12.99,12.99,0.0
1769,BETAULIFE,1,86.0,4.481897595332596,4.6,,,,,
1770,IN-COG-NEATO,1,86.0,4.481897595332596,4.6,,,,,
1771,Rowdy Parrot,1,86.0,4.481897595332596,4.6,1.0,29.69,29.69,29.69,0.0
1772,OdorStop,2,638.0,4.481792419382747,4.35,2.0,25.99,129.99,95.32333333333334,60.04442799572109
1773,JJG,4,391.0,4.481653434887493,4.3,3.0,8.99,11.99,9.99,1.2792042981336627
1774,DlandHome,6,212.0,4.481621195005575,4.733333333333333,1.0,209.99,209.99,209.99,0.0
1775,Rastaclat,71,17035.0,4.481508086361443,4.345070422535211,33.0,11.0,36.0,16.970845070422538,3.445832819478944
1776,Top Collection,6,170.0,4.481302038217645,4.8500000000000005,3.0,38.25,61.14,46.25666666666667,12.901722107274413
1777,CHICVITA,1,542.0,4.481293917934583,4.5,,,,,
1778,Tebery,1,540.0,4.481228282558914,4.5,1.0,29.99,29.99,29.99,0.0
1779,Tmacker,6,444.0,4.481178810569589,4.7,,,,,
1780,WAYPOR,1,531.0,4.480927132011732,4.5,1.0,9.89,9.89,9.89,0.0
1781,Vencer,2,65.0,4.480913703416825,4.65,,,,,
1782,KEINE MARKE,1,530.0,4.480893073318895,4.5,1.0,7.99,7.99,7.989999999999999,0.0
1783,Double Couple,1,85.0,4.480870617900705,4.6,1.0,6.99,6.99,6.99,0.0
1784,Confirmation Bracelet,1,85.0,4.480870617900705,4.6,1.0,11.88,11.88,11.88,0.0
1785,Lenwi,1,85.0,4.480870617900705,4.6,1.0,16.77,16.77,16.77,0.0
1786,Abbey Gift,1,529.0,4.48085889277027,4.5,1.0,11.1,11.1,11.1,0.0
1787,Breezy Valley,4,183.0,4.480722430822559,4.175,1.0,16.75,16.75,16.75,0.0
1788,KETAR,2,1085.0,4.4806353540248285,4.45,1.0,9.49,9.49,9.49,0.0
1789,365park,2,1045.0,4.480633704184112,4.5,,,,,
1790,PoBoSall,2,50.0,4.480544156539848,4.8,2.0,21.99,32.99,24.74,5.500000000000003
1791,JACIEYU,3,422.0,4.480378614929609,4.633333333333334,2.0,19.99,26.99,22.79,3.6147844564602556
1792,T BORG,1,515.0,4.480367194602902,4.5,,,,,
1793,Tough 1,2,1026.0,4.480294882244164,4.5,,,,,
1794,Catholica Shop,16,828.0,4.480255124707415,4.54375,14.0,8.99,14.99,11.09,1.8324559303956276
1795,TIGERSTAR,9,3754.0,4.480244560409947,4.233333333333333,2.0,3.99,9.99,8.899090909090908,2.4271195048676715
1796,G-Ahora,191,11675.0,4.48021532382987,4.428272251308901,60.0,6.69,19.99,13.728863636363636,2.399919415863179
1797,Mayan Arts,25,460.0,4.4802112497557,4.488,16.0,12.95,29.95,21.271666666666665,6.2681554693949435
1798,Crystal Dream,47,2179.0,4.4801899654001485,4.5,47.0,18.99,53.99,36.11333333333334,8.619953459277957
1799,BULINLIN,18,4598.0,4.480146321176027,4.338888888888889,3.0,14.99,17.99,16.707391304347826,1.3277055141736616
1800,TamLyn Concepts,3,1156.0,4.47985241978801,4.533333333333333,,,,,
1801,KISONI,2,309.0,4.479692308834134,4.55,1.0,14.95,14.95,14.95,0.0
1802,Bivei,74,12557.0,4.479659131785729,4.062162162162163,40.0,5.99,36.68,13.928648648648648,4.5643562697546045
1803,ANGIEHAIE,16,359.0,4.479598264899968,4.70625,1.0,11.99,11.99,11.99,0.0
1804,Loved Creations,3,126.0,4.479505799659585,4.566666666666666,3.0,15.99,15.99,15.99,0.0
1805,Valyria,19,3559.0,4.479479315395873,4.278947368421052,8.0,7.99,20.99,13.7075,4.173290376202278
1806,FJ FREDERICK JAMES,10,1197.0,4.479403405669412,4.48,,,,,
1807,TUSY,2,249.0,4.479294329631431,4.55,,,,,
1808,Angemiel,5,2119.0,4.479263690777203,4.6,1.0,28.99,28.99,28.99,0.0
1809,HENGYID,6,3613.0,4.479259294279291,4.333333333333333,2.0,9.98,11.99,11.789,0.618664946307348
1810,Hagerty,3,6838.0,4.479029956958415,4.266666666666667,2.0,8.99,13.5,11.245000000000001,3.18905158315133
1811,SWEETV,32,3379.0,4.478876473309304,4.415625,17.0,11.99,23.99,19.069999999999997,3.639139092331226
1812,Tonando,3,1258.0,4.478805882107836,4.433333333333334,2.0,10.99,17.99,15.189999999999998,3.6147844564602543
1813,Koziol,1,83.0,4.47876213326178,4.6,,,,,
1814,Nature Boulevard,2,166.0,4.47876213326178,4.6,,,,,
1815,CJESLNA,1,473.0,4.478727874867955,4.5,1.0,8.5,8.5,8.5,0.0
1816,MILONT,3,140.0,4.478654985218104,4.766666666666667,2.0,17.99,50.99,42.74,16.5
1817,COLEBROOK DESIGNS,3,169.0,4.478394916630681,4.466666666666667,,,,,
1818,NSLS,1,465.0,4.478384082946629,4.5,1.0,16.99,16.99,16.99,0.0
1819,Dg DESI GEN,1,465.0,4.478384082946629,4.5,1.0,4.99,4.99,4.99,0.0
1820,NIBASTAR,6,316.0,4.478088944627374,4.25,3.0,9.99,15.99,10.735384615384616,1.8795682810360803
1821,nihao,1,458.0,4.4780740185626655,4.5,1.0,16.99,16.99,16.99,0.0
1822,CMAJOR,2,101.0,4.4779004935758655,4.35,2.0,9.89,11.89,10.056666666666667,0.5773502691896257
1823,Cherished Moments,18,2173.0,4.477871135003633,4.488888888888889,17.0,21.99,99.99,37.110689655172415,17.7468332596016
1824,RARTOP,1,452.0,4.477801081034401,4.5,1.0,19.99,19.99,19.99,0.0
1825,Mucers,16,1021.0,4.477785801563432,4.3125,1.0,18.99,18.99,18.99,0.0
1826,Zenergy Gems,20,7197.0,4.477723504885317,4.345000000000001,16.0,13.99,23.99,16.929086294416244,1.9049733989425024
1827,KOORASY,4,1031.0,4.477687286621338,4.425,2.0,12.99,12.99,12.99,0.0
1828,CQQDOQ,1,82.0,4.47767965230876,4.6,,,,,
1829,Melix,1,82.0,4.47767965230876,4.6,,,,,
1830,YMHB,1,82.0,4.47767965230876,4.6,,,,,
1831,AYNEFY,5,293.0,4.477573414267201,4.0,3.0,20.02,52.72,36.093333333333334,16.35702091865549
1832,Abbie Home,1,445.0,4.4774739390706975,4.5,1.0,9.99,9.99,9.99,0.0
1833,Jureeone,7,456.0,4.477343564160594,4.357142857142857,2.0,4.98,5.98,5.8133333333333335,0.40824829046386296
1834,OLETHA,1,45.0,4.477334947447749,4.7,1.0,11.99,11.99,11.99,0.0
1835,Aetegit,1,45.0,4.477334947447749,4.7,,,,,
1836,Vikter,1,45.0,4.477334947447749,4.7,,,,,
1837,MAIDIEN,1,45.0,4.477334947447749,4.7,,,,,
1838,ZUZOOQ,2,863.0,4.477233397773786,4.5,2.0,11.99,26.99,17.990000000000002,7.745966692414832
1839,Nokgnoa,1,438.0,4.477137010808934,4.5,,,,,
1840,GemeShou,23,3924.0,4.477081323457451,4.439130434782609,19.0,11.96,49.96,24.935903614457835,9.932670782254153
1841,UDTIP,1,31.0,4.477051164894773,4.8,,,,,
1842,Sightor,1,31.0,4.477051164894773,4.8,1.0,9.99,9.99,9.99,0.0
1843,YIFU DISPLAY,1,31.0,4.477051164894773,4.8,1.0,33.99,33.99,33.99,0.0
1844,Aliminzon,1,31.0,4.477051164894773,4.8,1.0,15.99,15.99,15.99,0.0
1845,EXISTING,1,31.0,4.477051164894773,4.8,1.0,31.95,31.95,31.95,0.0
1846,LEEFONE,1,31.0,4.477051164894773,4.8,1.0,8.72,8.72,8.72,0.0
1847,Fashion21,12,5761.0,4.476909486869905,4.408333333333333,4.0,9.99,16.99,11.24,2.695675549220764
1848,Soddeph,9,418.0,4.476862837668283,4.577777777777778,8.0,6.99,14.99,10.476842105263158,2.6612505750199653
1849,QJLE,11,2693.0,4.47685015145653,4.563636363636364,7.0,8.99,11.99,11.584782608695651,0.7803313373480718
1850,ShangTianFeng,10,245.0,4.476796234570212,4.7,,,,,
1851,BEKECH,30,1827.0,4.476788241778158,4.58,23.0,8.96,16.68,13.787045454545455,1.095533382985052
1852,Mango Steam,10,12677.0,4.47674723067017,4.39,8.0,11.99,27.99,19.740000000000002,6.3223589127968856
1853,sxzqarw,1,430.0,4.476739393605611,4.5,1.0,14.99,14.99,14.99,0.0
1854,Loeapea,1,429.0,4.476688716903227,4.5,1.0,45.99,45.99,45.99,0.0
1855,Golden Pearl,1,429.0,4.476688716903227,4.5,1.0,6.89,6.89,6.89,0.0
1856,LuxDuo,1,81.0,4.476577667194424,4.6,,,,,
1857,TRIPLE TREE,5,2201.0,4.476355327686418,4.46,3.0,109.99,234.99,182.49,62.782694006124544
1858,NEWIND,12,751.0,4.476344221574424,4.316666666666666,3.0,9.99,13.99,11.444545454545455,1.809068067466581
1859,The Green Glove Dryer,2,1540.0,4.476327943113905,4.15,1.0,31.99,31.99,31.99,0.0
1860,Max Petals,9,511.0,4.476310438788937,4.255555555555556,3.0,11.95,11.95,11.95,0.0
1861,KINGBERWI,2,113.0,4.476262066552423,4.6,,,,,
1862,WIOR,2,157.0,4.476055786783351,4.449999999999999,1.0,29.9,29.9,29.9,0.0
1863,Tyniffer,2,53.0,4.475966472275003,4.85,2.0,13.99,14.99,14.823333333333332,0.4082482904638632
1864,Angelus,20,9652.0,4.475899746521587,4.3100000000000005,15.0,5.32,19.85,10.638095238095238,1.3500705788089624
1865,ABNTY,13,1041.0,4.475652461766996,4.615384615384615,10.0,14.96,14.96,14.960000000000003,0.0
1866,Mson,1,409.0,4.475626699450071,4.5,1.0,10.99,10.99,10.99,0.0
1867,UNGENT THEM,113,35093.0,4.475613216414762,4.421238938053097,48.0,5.99,16.99,12.916794258373207,2.493231175210956
1868,OLARCU,1,80.0,4.4754556459871,4.6,1.0,9.99,9.99,9.99,0.0
1869,QWATCHBANDS,5,479.0,4.4754524503420985,4.5600000000000005,5.0,39.95,149.95,88.97777777777777,41.50420709216363
1870,NuAngela,5,1713.0,4.475395281618437,4.5,5.0,9.99,18.99,11.39,3.0157481397002073
1871,GLIVEOR,2,146.0,4.475385144266166,4.15,2.0,14.59,15.99,15.67888888888889,0.6173419725817381
1872,World Buyers,2,47.0,4.475334051322056,4.5,1.0,11.99,11.99,11.99,0.0
1873,zeqingjw,1,403.0,4.4752889631837895,4.5,1.0,15.88,15.88,15.88,0.0
1874,OAKKY,5,792.0,4.475241973222349,4.54,5.0,6.9,26.9,16.041666666666668,8.683226166965056
1875,IEFWELL,48,11320.0,4.475131082207818,4.514583333333333,9.0,12.99,14.99,14.180476190476192,0.7963417927791546
1876,NorthEarth,2,495.0,4.475038731890577,4.6,2.0,12.98,15.0,13.99,1.4283556979968257
1877,Jewlikee,3,240.0,4.4750105035445085,4.466666666666666,3.0,21.99,30.99,25.323333333333334,2.345207879911715
1878,Crystal Agate ( Best Deals 2021),1,397.0,4.47494173550019,4.5,1.0,24.99,24.99,24.99,0.0
1879,Ollieroo,11,7256.0,4.474916147840749,4.318181818181818,,,,,
1880,Rusticity,9,422.0,4.474902866394741,4.5,2.0,33.99,34.99,34.82333333333333,0.408248290463864
1881,WanderingDonkey,2,44.0,4.474827291233936,4.6,1.0,12.49,12.49,12.49,0.0
1882,DAZCOLO,5,3560.0,4.474724368028157,4.26,4.0,8.99,11.99,9.38423076923077,0.49839485942115797
1883,Breling,1,393.0,4.474704777916267,4.5,1.0,20.99,20.99,20.99,0.0
1884,Besforu,5,552.0,4.474590770194307,4.48,5.0,11.99,66.68,21.48260869565217,11.245961787314554
1885,Tawdull,1,44.0,4.474325960251097,4.7,1.0,13.5,13.5,13.5,0.0
1886,BIGPIPI,1,44.0,4.474325960251097,4.7,1.0,13.99,13.99,13.99,0.0
1887,ZQDUI,1,44.0,4.474325960251097,4.7,1.0,12.99,12.99,12.99,0.0
1888,SkyeFang,1,44.0,4.474325960251097,4.7,,,,,
1889,ASOGO,1,44.0,4.474325960251097,4.7,,,,,
1890,P&F,1,44.0,4.474325960251097,4.7,,,,,
1891,Craft99,2,42.0,4.474325765810335,4.95,,,,,
1892,WardWolf,1,386.0,4.4742791371600505,4.5,1.0,16.99,16.99,16.99,0.0
1893,THXCO,1,385.0,4.474217159177304,4.5,,,,,
1894,Kingsdun,1,384.0,4.474154881784012,4.5,1.0,17.99,17.99,17.99,0.0
1895,KC Premium,2,914.0,4.474110517149707,4.25,1.0,10.99,10.99,10.99,0.0
1896,NIGHT-GRING,1,383.0,4.474092302805282,4.5,,,,,
1897,Kate Spade New York,277,10397.0,4.474006166727323,4.33971119133574,30.0,19.2,100.0,51.04595744680851,18.442594090332268
1898,Kmdie,3,1140.0,4.473902734289223,4.5,,,,,
1899,ArtBin,1,380.0,4.473902734289222,4.5,1.0,9.69,9.69,9.69,0.0
1900,MoYag,4,335.0,4.473700072550996,4.225,2.0,11.99,19.89,15.940000000000001,5.586143571373725
1901,punemi,1,375.0,4.4735805458236575,4.5,,,,,
1902,BONNY BOXX,3,1355.0,4.473439333707922,4.333333333333333,2.0,9.79,9.99,9.959999999999999,0.07326950970650523
1903,Aeiniwer,13,373.0,4.47342255129074,4.769230769230769,3.0,11.99,21.89,17.956666666666667,5.253887449625594
1904,Missuso,1,371.0,4.47331701012115,4.5,1.0,11.98,11.98,11.98,0.0
1905,ZAPUVO,1,371.0,4.47331701012115,4.5,1.0,22.99,22.99,22.99,0.0
1906,Alphm,6,3203.0,4.473266377891911,4.25,4.0,20.99,24.99,22.04128205128205,1.6050695664333114
1907,KMEOSCH,1,370.0,4.473250302646453,4.5,1.0,10.98,10.98,10.979999999999999,0.0
1908,KADBERRY,1,369.0,4.473183260798449,4.5,,,,,
1909,Magellan's,1,78.0,4.4731492690609365,4.6,1.0,13.5,13.5,13.5,0.0
1910,RIRO,9,750.0,4.47313436905667,4.522222222222222,1.0,29.99,29.99,29.99,0.0
1911,DeLeon,1,367.0,4.473048163875519,4.5,1.0,29.99,29.99,29.99,0.0
1912,RJ Displays,77,6072.0,4.47298043434011,4.263636363636364,67.0,6.99,36.95,15.178522727272728,6.24722716233917
1913,Heesch,1,366.0,4.472980103683286,4.5,1.0,25.99,25.99,25.99,0.0
1914,Hope Inspired,5,948.0,4.4729797335246735,4.5200000000000005,5.0,14.99,14.99,14.99,0.0
1915,ISuperb,18,3768.0,4.472926072069476,4.255555555555556,15.0,9.98,15.99,12.250263157894736,2.021419740359256
1916,Greendin,6,567.0,4.472916322261405,4.416666666666667,1.0,7.99,7.99,7.99,0.0
1917,ZORFAN,1,362.0,4.472704390455564,4.5,,,,,
1918,Silvora,6,1225.0,4.4726316719021,4.266666666666667,5.0,13.99,19.91,17.035853658536585,1.5372328639632906
1919,VANLOVEMAC,3,131.0,4.472588649281095,4.7,1.0,5.94,5.94,5.94,0.0
1920,Woodlore,24,5156.0,4.472574077663443,4.191666666666666,16.0,27.95,64.32,45.68745454545454,10.570810827406838
1921,jewelrycard,3,167.0,4.472455329812212,4.666666666666667,3.0,13.99,14.99,14.365,0.4999999999999995
