rank,manufacturer,num_products,total_ratings,manufacturer_weighted_score,simple_mean_product_rating
5087,Bamos,20,5251.0,4.392291189661353,4.115
5088,Lovelee Boutique,2,165.0,4.392286877999859,4.35
5089,Etomiel,2,148.0,4.392268584134113,4.5
5090,Pwatch,19,92.0,4.392250618992647,3.8000000000000003
5091,Silver Phantom Jewelry,3,467.0,4.3922458759087535,4.366666666666667
5092,Arvaleff,7,226.0,4.392229911050984,4.585714285714286
5093,Unves,3,155.0,4.392200068157478,4.566666666666666
5094,Punchfront Innovations,1,1025.0,4.392191047296936,4.4
5095,Nucookery,2,52.0,4.392170623183327,4.7
5096,BERGERLIN,1,1005.0,4.392040149660161,4.4
5097,Beautiful girl,7,47.0,4.391986276447644,4.971428571428571
5098,Likimar,1,998.0,4.391985948344617,4.4
5099,ZeaLian,1,74.0,4.391938027867946,4.5
5100,MetFun,1,74.0,4.391938027867946,4.5
5101,Yarr Store,1,74.0,4.391938027867946,4.5
5102,UltraVue,1,74.0,4.391938027867946,4.5
5103,Eternalll Jewellery Fit Pandöra Charms mothers day gifts,1,74.0,4.391938027867946,4.5
5104,Krishnaa Crafts,1,74.0,4.391938027867946,4.5
5105,Juinte,4,582.0,4.391876115221701,4.2
5106,SalesOne LLC,83,3880.0,4.391847577847115,4.449397590361446
5107,YIWANFUMEN,3,1826.0,4.391748237899198,4.1000000000000005
5108,SCRUBIT,1,967.0,4.391736765193849,4.4
5109,BALMORA,2,919.0,4.391720874008627,4.45
5110,Wild Moonstone,10,1056.0,4.391695718681378,4.35
5111,TGNEL,9,2276.0,4.391681309974392,4.077777777777778
5112,Fit Pandora Gift Biagi Chamilia Troll Etc,3,62.0,4.3916617349626,4.733333333333333
5113,X17A00,1,954.0,4.391627596441327,4.4
5114,NIRMAN,1,954.0,4.391627596441327,4.4
5115,JF.JEWELRY,10,1727.0,4.391617530203158,4.37
5116,GOGNGTR,6,266.0,4.391586295751046,4.466666666666667
5117,adoyi,53,3358.0,4.391582502346974,3.952830188679245
5118,"Amerily Product's, Inc.",11,434.0,4.391536496980467,4.718181818181818
5119,Lilcy,22,46239.0,4.391497987161194,4.136363636363637
5120,AIWOTOWOWO,1,938.0,4.391489209605648,4.4
5121,Lisorie-1,6,357.0,4.391368136630637,4.533333333333333
5122,WUSHIMAOYI,52,2771.0,4.391339503341244,4.196153846153846
5123,keleafrica,30,433.0,4.391324571867119,4.066666666666666
5124,Bandariy,6,669.0,4.391314213593772,4.7
5125,ComfyEarrings,5,1704.0,4.3913105286091545,4.4
5126,Jakks,10,2212.0,4.391268667888867,4.07
5127,LA Rocks,457,58041.0,4.391260130904327,3.9943107221006566
5128,BodyJewelryonline,8,754.0,4.391201185510406,3.8625
5129,LOVEINUSA,1,906.0,4.391198242412678,4.4
5130,Beam Reach,155,103224.0,4.391179350652145,4.139354838709678
5131,Aeravida,10,443.0,4.391176009054032,4.5
5132,SYOSCHL,3,47.0,4.391170584354164,4.633333333333334
5133,Juztec,1,887.0,4.391015872299091,4.4
5134,Barton Watch Bands,4,2239.0,4.391014197918882,4.475
5135,BLESSMYLOVE,2,1035.0,4.39101049089893,4.050000000000001
5136,HQCROW Sterling Silver Charm,4,3527.0,4.39096414034716,4.4
5137,REBEL METTLE,7,735.0,4.390920809768108,4.014285714285714
5138,FirstLook,1,877.0,4.390916819071959,4.4
5139,Alexander Del Rossa,34,2822.0,4.390908299082536,4.123529411764705
5140,GANANDARA,1,876.0,4.3909067934859465,4.4
5141,Othran,1,73.0,4.39088888250744,4.5
5142,SoSo store,1,73.0,4.39088888250744,4.5
5143,PSISO,1,73.0,4.39088888250744,4.5
5144,wanlima,5,730.0,4.390868003696146,4.22
5145,Boston Watch Exchange,10,169.0,4.390851576896168,4.61
5146,MOWOM Medical,2,2093.0,4.390832090698373,4.1
5147,Zumier,6,715.0,4.390813689642363,4.5
5148,Zoe R,30,794.0,4.390737688903467,4.216666666666667
5149,JZWC,3,2626.0,4.390698518176166,4.333333333333333
5150,happy Encounter,2,41.0,4.3906669317379885,4.8
5151,LeBeila,9,6691.0,4.390626975482781,4.211111111111112
5152,Name Necklace,1,38.0,4.390611101445092,4.6
5153,Shine Crystals,1,38.0,4.390611101445092,4.6
5154,Ancable Electronics,1,38.0,4.390611101445092,4.6
5155,ZENYJAH2173,1,38.0,4.390611101445092,4.6
5156,Desing Wish,1,38.0,4.390611101445092,4.6
5157,SUKPSY,1,38.0,4.390611101445092,4.6
5158,Queenwish,19,1146.0,4.390606132635851,4.410526315789474
5159,JuLaLiiva,2,88.0,4.390601567982588,4.75
5160,Wgg,1,846.0,4.390595382303957,4.4
5161,Sette Decor,5,2949.0,4.390591421297442,4.5
5162,YZWDTGS,4,1891.0,4.390588465003988,4.45
5163,Elejolie,7,300.0,4.3905339631609115,4.271428571428571
5164,KD Group,1,834.0,4.3904647626137345,4.4
5165,Miserwe,1,830.0,4.390420412672403,4.4
5166,Infinityee,2,936.0,4.390373887732848,4.5
5167,Annamate,13,719.0,4.390341454145397,4.6
5168,Holly Road,32,540.0,4.390337572167631,3.628125
5169,Mytys,175,26822.0,4.390313319169263,4.162857142857143
5170,Snake ring,1,812.0,4.3902156233946155,4.4
5171,Starborn Creations,98,5310.0,4.390160582731991,4.540816326530612
5172,ForeverYou MEJEYSP,1,806.0,4.390145400596013,4.4
5173,Vanguard Military,2,219.0,4.390043244859702,4.449999999999999
5174,Lavy Chsia,2,205.0,4.390042379087449,4.1
5175,Cusvuevi Jewelry,2,1582.0,4.3899653531038565,4.4
5176,NYUK,6,1370.0,4.3899637333702035,4.383333333333334
5177,ComCreate,11,1436.0,4.389958756700521,4.2
5178,By Junyi Jewelry fit Pandora Charm,6,255.0,4.389911749729585,4.45
5179,Gemszoo,28,1304.0,4.38990507491031,4.235714285714286
5180,WJH,11,1085.0,4.389901689627672,4.054545454545455
5181,Awerise,17,873.0,4.389821278862922,4.341176470588235
5182,annalovic,1,72.0,4.389819165669278,4.5
5183,MQH,1,72.0,4.389819165669278,4.5
5184,SivaLife,1,72.0,4.389819165669278,4.5
5185,The Singer Company,1,72.0,4.389819165669278,4.5
5186,SweetJew,1,72.0,4.389819165669278,4.5
5187,Organizedlife,3,284.0,4.389788734442818,4.233333333333333
5188,JEAN RACHEL JEWELRY,91,4144.0,4.389769403652139,4.485714285714286
5189,Rolove,2,1550.0,4.389765906705922,4.4
5190,ALoveSoul,17,3727.0,4.389707501419281,4.470588235294118
5191,LUNIQI,21,7044.0,4.389696160633714,4.466666666666667
5192,BAVAHA,21,968.0,4.38965545576113,4.428571428571429
5193,JORA,59,6708.0,4.389602591880678,4.169491525423729
5194,Lifequeen pandöra charms beach,2,1846.0,4.3895836157928585,4.35
5195,Shaddock Fishing,1,758.0,4.389545120429273,4.4
5196,polite society,3,109.0,4.389531880054531,4.3999999999999995
5197,Leke,2,36.0,4.389520072892527,4.8
5198,nichowy,11,1697.0,4.389512715260776,4.336363636363637
5199,J.NINA,51,7404.0,4.389509928827367,4.484313725490196
5200,Ao Bei Pearl Jewelry,5,97.0,4.38949051168847,4.279999999999999
5201,Meilliwish,1,753.0,4.3894783587461905,4.4
5202,Hypnotic Gems,1,751.0,4.389451414722493,4.4
5203,Ceomate,1,749.0,4.38942433234694,4.4
5204,Foxnovo,1,746.0,4.389383447033849,4.4
5205,Mark Poulin,6,91.0,4.389358431986435,4.8
5206,Flyonce,173,8837.0,4.389347817789661,4.179190751445087
5207,Longway,2,72.0,4.389337457639182,4.55
5208,MOTSY,13,763.0,4.389281976453749,4.461538461538462
5209,Julysky,7,263.0,4.389251036149132,4.614285714285714
5210,Sonloka,1,736.0,4.38924484973664,4.4
5211,NANA Jewels,8,3478.0,4.389219175239794,4.4750000000000005
5212,Teamkio,2,774.0,4.389185818272049,4.7
5213,Umax Jewelry,1,731.0,4.389174185148839,4.4
5214,ColorBaby,2,41.0,4.3891531043761765,4.5
5215,PMTIER,25,4441.0,4.389152749117614,4.232
5216,YIi Qu Gong Yi Pin Company Limited,1,729.0,4.389145658627492,4.4
5217,Yiwu,12,274.0,4.389145021808636,4.3
5218,Resovo,4,1553.0,4.389104454536153,4.225
5219,Mondo,2,36.0,4.389102868486414,4.85
5220,WDSHOW,29,2190.0,4.389068702355569,4.458620689655173
5221,Aobei Pear,1,721.0,4.389030033153484,4.4
5222,"Swarovski Bracelet,Rose Gold Bracelet,Christmas Gifts for Daughter",1,720.0,4.389015406531022,4.4
5223,ACEBON,1,719.0,4.389000740852158,4.4
5224,OnlyLove Jewelry,2,93.0,4.38897085416147,4.55
5225,VIROMY,19,3863.0,4.388968360556947,4.326315789473685
5226,JUPDOG,4,54.0,4.388916516863368,4.9
5227,"Christmas Gifts,Rose Gold Bracelet,Bracelets for Women",1,713.0,4.388911917763481,4.4
5228,charms KunBead fits pandöra charms,1,712.0,4.388896974256424,4.4
5229,Underground Kulture,8,152.0,4.388881956616058,4.4375
5230,AUROTTI,4,212.0,4.388878656272371,4.300000000000001
5231,UDYLGOON,9,479.0,4.388877870715142,4.377777777777777
5232,Button Cuff,45,22974.0,4.3888667847233584,4.364444444444445
5233,YANODA,14,1595.0,4.3888018902313295,4.385714285714285
5234,Tony Hisir Ltd,20,307.0,4.388799900847674,4.785
5235,Forever,7,174.0,4.388773800487606,3.9857142857142853
5236,JUSHOOR,2,127.0,4.388752629750414,4.5
5237,blue sky 20.,1,701.0,4.38872989726165,4.4
5238,Simms,1,71.0,4.388728266319468,4.5
5239,Yiluo,1,71.0,4.388728266319468,4.5
5240,Canrtora,1,71.0,4.388728266319468,4.5
5241,Hendlent,1,71.0,4.388728266319468,4.5
5242,Panemorfi,1,700.0,4.388714458764748,4.4
5243,ROWNYEON,4,406.0,4.388690329596923,4.45
5244,FOCALOOK JEWELRY,100,14934.0,4.38867882763156,4.22
5245,Amazon Essentials,68,68846.0,4.388616702231845,4.2250000000000005
5246,HENGSHENG Jewelry,3,992.0,4.3885944999707585,4.5
5247,Isota,3,190.0,4.388533104750412,4.466666666666667
5248,OT&wonderent,1,686.0,4.388493791757356,4.4
5249,OSVINO,1,683.0,4.388445378538943,4.4
5250,Scienbeauty,1,680.0,4.388396556194741,4.4
5251,JQFEN,37,4387.0,4.388365350688521,4.405405405405405
5252,MUERDOU,3,568.0,4.388353387777814,4.366666666666666
5253,kate spade new york,436,11815.0,4.388335568661049,4.206422018348624
5254,FANCER,1,676.0,4.388330814303494,4.4
5255,TIDY TRAX,10,6733.0,4.38828601600174,4.4
5256,The Knotted Wood,20,913.0,4.3881842327927,4.59
5257,Dylon,1,667.0,4.388180136152463,4.4
5258,NVENF,41,7415.0,4.388107264113322,4.304878048780488
5259,DREAMLANDSALES,67,4589.0,4.388101569070355,4.585074626865672
5260,Ursilver,32,1269.0,4.388090047471478,4.659375
5261,Initial Sound LLC dba Kimberly Ann Creations,2,85.0,4.388019185207578,4.75
5262,Axis International Marketing,1,657.0,4.388008085732557,4.4
5263,Magical Jewelry Gift Co.,3,361.0,4.387965935471442,4.333333333333333
5264,Cloud Dancer Jewelry Store,11,437.0,4.387943641257966,4.318181818181818
5265,Jesse Ortega Urn Necklace,3,201.0,4.387875236528164,4.466666666666667
5266,Molchagar,1,648.0,4.387848901029892,4.4
5267,QEEHIR,4,73.0,4.387844992038356,4.775
5268,XIJIN,4,1910.0,4.387839003970289,4.375
5269,sovesi,11,2837.0,4.387835634763352,4.336363636363637
5270,Kasibie,1,646.0,4.387812951032938,4.4
5271,Fremttly,14,3168.0,4.387800423201264,4.207142857142857
5272,LAONATO,49,2143.0,4.387756154664682,4.263265306122449
5273,Mossy Cabin,2,127.0,4.3877174165304185,4.25
5274,LaMi Handmade,1,640.0,4.387703813280995,4.4
5275,"Yiwu Baotou Accessories Co.,Ltd",24,11497.0,4.387638613257667,4.408333333333334
5276,DJRH,1,70.0,4.387615548982663,4.5
5277,Thespian Swag,1,70.0,4.387615548982663,4.5
5278,A,4,330.0,4.3876038251280605,2.9
5279,YAUNLEL,3,3917.0,4.387596825939482,4.066666666666666
5280,"Shen Zhen Top Jewelry Co., Ltd.",6,3805.0,4.387595819059198,4.4
5281,GUEMER,14,1105.0,4.387570355448854,4.357142857142857
5282,YH Jewelry,100,5863.0,4.387537563309328,4.43
5283,DWIPER,2,81.0,4.387517791409207,4.55
5284,Isaloe,1,37.0,4.387485894003975,4.6
5285,JJDPARTS,1,37.0,4.387485894003975,4.6
5286,Vera Forma Leatherworks,1,37.0,4.387485894003975,4.6
5287,SKYFUN,1,37.0,4.387485894003975,4.6
5288,Smilerain,1,37.0,4.387485894003975,4.6
5289,232-01,1,37.0,4.387485894003975,4.6
5290,MUZHI,1,37.0,4.387485894003975,4.6
5291,Enweonga,1,37.0,4.387485894003975,4.6
5292,US Shell,1,37.0,4.387485894003975,4.6
5293,Zhengmy,1,37.0,4.387485894003975,4.6
5294,BUHISL,2,42.0,4.387451716870786,4.75
5295,3UMeter Jewelry,4,1418.0,4.387366612179198,3.6
5296,FULU AUTUMN,9,1894.0,4.387344963112647,4.300000000000001
5297,LieToi,1,621.0,4.387344938399795,4.4
5298,fanpeijy,2,1169.0,4.3873138627189165,4.4
5299,Ordenado,4,2246.0,4.387274852506012,4.325
5300,DEMMEX,1,617.0,4.387266699997321,4.4
5301,ZRO,9,257.0,4.387239437863562,3.8777777777777778
5302,GELVTIC,8,759.0,4.387205259155212,4.1625
5303,Tevlaphee,1,612.0,4.387167530994184,4.4
5304,Vatican Imports,17,789.0,4.387138446679838,4.288235294117648
5305,Jade cabbage,1,610.0,4.387127429528542,4.4
5306,LQRI,79,3096.0,4.387100237332926,4.50253164556962
5307,MUERDOU locket,1,608.0,4.387087076643051,4.4
5308,Venianus,7,7939.0,4.387046076759787,4.171428571428572
5309,Eigso,81,21032.0,4.387040382476322,4.277777777777778
5310,kate spade jewelry,853,14137.0,4.38702940930804,4.297655334114888
5311,Fashion Angels,3,49.0,4.387008804407034,3.1999999999999997
5312,Molika,2,66.0,4.386989318343468,4.6
5313,NEWEI JEWELRY,99,7403.0,4.386951862686093,4.278787878787879
5314,AMA-Hoop Earring 25mm,1,600.0,4.386923103013121,4.4
5315,AMA-DEH-GD40mm-SL30mm,1,600.0,4.386923103013121,4.4
5316,AMA-Hoop Earring 30mm,1,600.0,4.386923103013121,4.4
5317,Stashix,29,1634.0,4.386907315392452,4.337931034482758
5318,SEIRAA,98,3528.0,4.3868969826366415,4.553061224489796
5319,gelanmeng,5,3918.0,4.386875647793443,4.1
5320,DIRECT TV,4,50.0,4.3868120707405955,3.9250000000000003
5321,Sunmoom,1,594.0,4.386797363619017,4.4
5322,ORYX,10,514.0,4.386784071339825,4.26
5323,ASFUSS,1,593.0,4.386776171586303,4.4
5324,03B0133,6,3556.0,4.386769094554965,4.4
5325,UNIVERING,5,346.0,4.386735795962294,4.5
5326,UPRIMOR,10,455.0,4.386643979434923,4.7299999999999995
5327,Stout Gears,2,715.0,4.386629423459206,4.5
5328,Lifeguard Press,4,87.0,4.386578521503657,4.675
5329,BIZK,3,75.0,4.386573725423023,4.7
5330,yd,1,581.0,4.386516456461975,4.4
5331,MUERDOU pandöra bracelet,2,1137.0,4.386507107581523,4.4
5332,Ximkee,1,69.0,4.386480352507741,4.5
5333,IRIIJANE,1,69.0,4.386480352507741,4.5
5334,Trainers Warehouse,1,69.0,4.386480352507741,4.5
5335,VoiceFly,1,69.0,4.386480352507741,4.5
5336,Jiangtao,10,664.0,4.38645916194695,4.4
5337,H Potter,1,577.0,4.386427602797803,4.4
5338,WZ,1,576.0,4.38640520610275,4.4
5339,SHENGBAODA,6,3453.0,4.386393980497289,4.4
5340,Azalea Jewelry,1,575.0,4.386382735369036,4.4
5341,TYONMUJO,2,81.0,4.38637089102569,4.65
5342,ShinShang,1,574.0,4.386360190228918,4.4
5343,BELLEXIXI,1,572.0,4.38631487524629,4.4
5344,BANQLE LIFE,3,170.0,4.386310060267559,4.3999999999999995
5345,JoinLove,1,571.0,4.386292104656018,4.4
5346,Trounistro,1,569.0,4.386246335389426,4.4
5347,Scwasen,4,162.0,4.386234872686698,4.675
5348,W&W Lifetime,2,1160.0,4.386211671948141,4.35
5349,Luncpcihe,3,255.0,4.38619960594681,4.6000000000000005
5350,Betsey Johnson Jewelry,975,19964.0,4.386190069078898,4.284923076923077
5351,UNIQULAR,2,1121.0,4.3861881718199225,4.4
5352,Sindary,96,1528.0,4.386169412680124,4.653125
5353,FindChic,61,13162.0,4.386111113092243,4.224590163934426
5354,GEJULIC,1,563.0,4.3861071752078695,4.4
5355,UDTEE,4,1918.0,4.386098199534428,3.8000000000000003
5356,DGWJSU,4,508.0,4.385881306548846,4.25
5357,RED MOOSE,1,553.0,4.385868876326358,4.4
5358,Bekith,1,552.0,4.385844596045131,4.4
5359,Comelyjewel,37,15530.0,4.385769980573654,4.27027027027027
5360,Badu,1,548.0,4.385746634772087,4.4
5361,Innovahome,4,2709.0,4.38572314845647,4.275
5362,Lighthouse Creations,6,1064.0,4.38571101083014,4.433333333333334
5363,ARAD,23,1981.0,4.385669128594345,3.9826086956521736
5364,LLAMEVOL,2,658.0,4.385663338285617,4.5
5365,Hiram,2,581.0,4.385654022054188,4.45
5366,PD,6,42.0,4.38563918639082,4.483333333333333
5367,TFSLNRTN FUHWGG,2,84.0,4.385619879901585,4.6
5368,MuMao,1,539.0,4.385521186112947,4.4
5369,MUNLONG,3,172.0,4.3854107364218375,4.3
5370,CENWA,254,8443.0,4.385389391984173,4.52007874015748
5371,Q&Locket pandöra charms heart love family,1,533.0,4.385366882590171,4.4
5372,Smartbuy247,1,68.0,4.38532198875782,4.5
5373,lvpage,1,68.0,4.38532198875782,4.5
5374,Funtygy,1,68.0,4.38532198875782,4.5
5375,pandör-a charms pandör-a charms by pandör-a only sterling silver 925 dog pandör-a bracelet charms,1,68.0,4.38532198875782,4.5
5376,JINGDIAN,1,529.0,4.385262173342158,4.4
5377,Randa,1,524.0,4.385129160466185,4.4
5378,LapePin7120,1,523.0,4.385102269255455,4.4
5379,Boru,7,190.0,4.385066797750652,4.4714285714285715
5380,MUERDOU earrings,1,519.0,4.384993724769156,4.4
5381,Sewyer,19,1364.0,4.384957224066371,4.363157894736842
5382,crystalage,1,515.0,4.384883586969297,4.4
5383,LILIE&WHITE,104,17708.0,4.384862502830457,4.224038461538462
5384,Bodai,3,752.0,4.384821924752889,4.533333333333333
5385,"Left Hand Studios, L.L.C.",4,128.0,4.384731351445367,4.725
5386,J.Rosée,80,9479.0,4.38469354658605,4.1537500000000005
5387,Snowpea,1,507.0,4.3846583890098065,4.4
5388,ZOOFOX,3,170.0,4.384655508266864,4.5
5389,ZENERGY GEMS,12,514.0,4.384649382165298,4.583333333333333
5390,Tie Mags,5,297.0,4.384583337746742,4.0200000000000005
5391,Dreamlandsales,19,392.0,4.3845511737252885,4.6000000000000005
5392,JUDITH & FLORINE,2,37.0,4.384515228090489,4.8
5393,Sywan,1,501.0,4.384485037473195,4.4
5394,Beatiare,1,499.0,4.38442637976988,4.4
5395,Universe of Fandoms,34,2406.0,4.384376910020492,4.43235294117647
5396,ManChDa,13,1044.0,4.38431869152241,4.092307692307693
5397,LOTY,2,523.0,4.384279110062142,4.7
5398,hujox,7,3458.0,4.384277779498321,4.4
5399,HongYiChang,3,108.0,4.384265983307066,4.6
5400,Ceto,4,144.0,4.384265983307065,4.6
5401,BOB SIEMON DESIGNS,1,36.0,4.384265983307065,4.6
5402,Pilates Scandinavia By Prag Movement,1,36.0,4.384265983307065,4.6
5403,LERYDESI,4,175.0,4.384261925829865,4.25
5404,QIANSE,52,6581.0,4.384186901065148,4.425
5405,Happy Gogou,1,490.0,4.38415683634282,4.4
5406,The Crafty Notebook,1,67.0,4.38413974121924,4.5
5407,Laelr,1,67.0,4.38413974121924,4.5
5408,Fookduoduo,6,1026.0,4.384101993719983,4.416666666666667
5409,WESAYEE,3,133.0,4.384099227974321,4.566666666666666
5410,Teenitor,1,486.0,4.384034021120672,4.4
5411,SWEETV,278,61607.0,4.383938922302232,4.228776978417266
5412,JIACHARMED,2,818.0,4.383877884151303,4.15
5413,Beriso,10,623.0,4.383860917283143,4.33
5414,Energy Stone,6,824.0,4.383842826485346,4.433333333333334
5415,STARDREAM JEWEL,4,83.0,4.383811415893381,4.775
5416,HERRON,4,4319.0,4.383689965197819,4.375
5417,ShaggyDogz,1,475.0,4.3836862473233,4.4
5418,Tcplyn by Comelyjewel Store,1,475.0,4.3836862473233,4.4
5419,SINLEO,30,6110.0,4.383623852596232,4.323333333333333
5420,Cuff Bangle Bangles for Women,1,473.0,4.383621381507488,4.4
5421,ONMUST,2,703.0,4.38356844670551,4.4
5422,TRUST,4,1602.0,4.3835474801512335,3.925
5423,Soul Jewelry,38,965.0,4.383521758955397,4.326315789473685
5424,CONBOLA,8,8824.0,4.383481443727813,4.2125
5425,Lauren-Spencer,60,1071.0,4.38342110244995,4.321666666666667
5426,Jeweidea,3,602.0,4.383401670814233,4.066666666666667
5427,HUNGER,1,465.0,4.383356676562155,4.4
5428,selltoxyz,3,87.0,4.383339146452148,4.733333333333333
5429,LovelyCharms,49,2114.0,4.383295205621931,4.032653061224489
5430,Ibiwe,3,64.0,4.383275664057788,4.566666666666666
5431,CAROVO,14,1747.0,4.383227161254242,4.378571428571428
5432,Naimo,7,300.0,4.383206945363685,3.942857142857143
5433,BOOSCA,5,424.0,4.383195365828923,4.4799999999999995
5434,HWCNY,2,70.0,4.383153469544849,4.75
5435,Mity rain,1,453.0,4.3829431778432015,4.4
5436,Boewill,3,55.0,4.382938297150289,4.666666666666667
5437,Ombré Home Inc.,1,66.0,4.382932863523608,4.5
5438,CASTELLAMARE,1,66.0,4.382932863523608,4.5
5439,Royal Sales,3,198.0,4.382932863523608,4.5
5440,BHDD,1,66.0,4.382932863523608,4.5
5441,malyunin,11,4763.0,4.38291364285712,4.463636363636364
5442,CHESKY,44,10094.0,4.382882221628363,4.347727272727273
5443,Pocket Watch Gift,2,398.0,4.3828531292077315,4.6
5444,JM Future,8,976.0,4.382844477134129,4.175
5445,Fridaydiscount,3,1349.0,4.382824672948422,4.4
5446,"IRIS USA, Inc.",3,247.0,4.382686821903095,4.2
5447,sedmart,31,18133.0,4.382658740319705,4.132258064516129
5448,TGLS fits pandöra charms bracelet,1,445.0,4.382655905048982,4.4
5449,ALOV Jewelry,52,7359.0,4.382646724383434,4.315384615384615
5450,Cool Pins,5,78.0,4.382539438348758,4.66
5451,RIVIA,3,197.0,4.382526271812629,4.5
5452,Omonic,2,199.0,4.382494056299998,4.45
5453,LeYa,1,440.0,4.382471393400567,4.4
5454,Zoeniya,18,891.0,4.382431292045239,4.161111111111111
5455,Island Genius,1,438.0,4.382396484825356,4.4
5456,JJewel,5,109.0,4.382387639024546,4.66
5457,WANDA PLATA,9,693.0,4.382382198067901,4.2555555555555555
5458,MTMY,27,1797.0,4.382373949111811,4.474074074074074
5459,Qitool,1,437.0,4.382358789932048,4.4
5460,Golden George,21,1071.0,4.382336785270855,4.004761904761905
5461,FTH,11,437.0,4.382334414960347,4.5636363636363635
5462,Valily Jewelry,19,3014.0,4.382321594764329,4.226315789473684
5463,Recovery Mint,2,56.0,4.382296919250187,4.65
5464,3C4G,1,435.0,4.382282913759712,4.4
5465,Darolin,5,2174.0,4.382275293396943,4.4
5466,Creaides,2,70.0,4.382231810558674,3.75
5467,Yuhe Jewelry fit Pàndorà Style Charm Bracelet,4,79.0,4.382144295153477,4.75
5468,eletout,13,2255.0,4.382137748026178,4.407692307692307
5469,Bejeweled Display,61,7921.0,4.38213445933469,4.198360655737705
5470,flipfit,2,83.0,4.382098400413469,4.55
5471,O.RIYA,112,11256.0,4.38201994127274,4.197321428571429
5472,LeCalla,213,29775.0,4.3820131760181615,3.820657276995305
5473,MUYASEA,7,2996.0,4.3820121492188,4.4
5474,Westmon Works,10,396.0,4.382006928570542,4.1
5475,Mocicafier,1,425.0,4.381893527248938,4.4
5476,SC JOHNSON,5,1115.0,4.3818873002112095,4.36
5477,BENEIGE,34,1791.0,4.381856855436415,4.367647058823529
5478,SLLAISS,7,488.0,4.381812434383691,4.285714285714286
5479,YoTwo,1,422.0,4.381773351544838,4.4
5480,Wisdompro,1,422.0,4.381773351544838,4.4
5481,M MAUI RINGS,4,1378.0,4.38177133286838,4.5
5482,La Menagerie,12,838.0,4.381734780733566,4.4750000000000005
5483,Cozzine,2,415.0,4.381713220132464,4.6
5484,ilycase,2,82.0,4.3817132197191855,4.55
5485,Cawsug,2,117.0,4.381705789947871,4.15
5486,pandöra charms Starfish,1,65.0,4.3817005778764875,4.5
5487,QUEENWISH,4,338.0,4.38168228238954,4.525
5488,novel box,1,419.0,4.381651569929324,4.4
5489,ProLuckis,6,2398.0,4.381597955340714,4.25
5490,Shensan,2,54.0,4.381591191717512,3.9499999999999997
5491,Coubomb,1,417.0,4.381569474045339,4.4
5492,Stainless steel store,6,716.0,4.381566335769478,4.233333333333333
5493,UBEIJEWELRY,8,2006.0,4.381548548978414,4.4125000000000005
5494,JHXS,1,414.0,4.381444943464564,4.4
5495,Yuesha Aiyin,1,414.0,4.381444943464564,4.4
5496,GNE5026-M,1,413.0,4.381403058461098,4.4
5497,GNE5026-L,1,413.0,4.381403058461098,4.4
5498,ATTRACTTO,1,413.0,4.381403058461098,4.4
5499,GNE5026-Z,1,413.0,4.381403058461098,4.4
5500,Fundraising For A Cause,81,2395.0,4.381375686158651,4.246913580246914
5501,Artisan Owl,83,5339.0,4.3813552338295265,4.4722891566265055
5502,LORYP,1,411.0,4.381318718590174,4.4
5503,Tina's Jewelry,2,528.0,4.381291201892666,4.2
5504,seven wolves,4,620.0,4.381276623819222,4.375
5505,Amberclare,1,410.0,4.381276261132424,4.4
5506,BOCAR,4,813.0,4.381268983931177,4.35
5507,Salesone International,257,9502.0,4.3812668791262706,4.319066147859922
5508,murtoo,48,19791.0,4.381210014571742,4.1875
5509,TTjewelry,54,1012.0,4.381191520808261,4.5
5510,OJK,7,148.0,4.381183584947041,4.714285714285714
5511,LuluMel,5,206.0,4.38117559230205,4.24
5512,QLEESI,23,3056.0,4.381169766030276,4.2956521739130435
5513,GYJOYERO,3,581.0,4.38111063122046,4.366666666666667
5514,POPLYKE,294,16769.0,4.3811034738086505,4.357823129251701
5515,By Shining Jewelry fit Pandora charms Bracelet,2,144.0,4.381102451483185,4.3
5516,Pasutewel,22,2717.0,4.381060432969228,4.309090909090909
5517,Julylotus,2,43.0,4.381013204431144,4.65
5518,JUQING,3,1823.0,4.3809621186234,4.3999999999999995
5519,SUCK UK,3,1994.0,4.380956758298353,4.3
5520,STK,1,35.0,4.380946998434866,4.6
5521,Missraza,1,35.0,4.380946998434866,4.6
5522,Mystic Sloth,1,35.0,4.380946998434866,4.6
5523,eXcaped,1,35.0,4.380946998434866,4.6
5524,ZXDY,1,35.0,4.380946998434866,4.6
5525,Hoobeads Bracelet fit Pandor-a Charms,1,402.0,4.380929525227469,4.4
5526,GNE5026,3,828.0,4.3808412119203,4.433333333333334
5527,Huan Xun,2,432.0,4.380821069841123,4.7
5528,DTOL,1,399.0,4.380796165264025,4.4
5529,Xiang Leng,1,398.0,4.380751296491277,4.4
5530,dorafo,1,397.0,4.380706217560344,4.4
5531,Lantine,19,7690.0,4.38069727668228,4.347368421052631
5532,xasla,1,396.0,4.3806609269912355,4.4
5533,Miokey,12,7191.0,4.3806413588488216,3.9499999999999997
5534,Ace Select,2,441.0,4.380575511939935,4.65
5535,Aononu,5,287.0,4.380567517368744,4.38
5536,Lavievert,7,400.0,4.380552145892605,4.328571428571428
5537,SamGreatWorld by Comelyjewel Store,1,393.0,4.380523770445074,4.4
5538,National Hanger Company,3,81.0,4.380502892158728,4.7
5539,Romieka Jewelry,4,49.0,4.380501254428389,4.875
